timestamp,cardinality
1,2.0
200,1.1464646464646464
400,1.0666666666666667
600,1.0736842105263158
800,1.0730337078651686
1000,1.0765027322404372
1200,1.0883977900552486
1400,1.0674157303370786
1600,1.125
1800,1.1292134831460674
2000,1.069767441860465
2200,1.0681818181818181
2400,1.0674157303370786
2600,1.0823529411764705
2800,1.0552147239263803
3000,1.0320512820512822
3200,1.0773809523809523
3400,1.0512820512820513
3600,1.0397350993377483
3800,1.0512820512820513
4000,1.072992700729927
4200,1.0571428571428572
4400,1.094890510948905
4600,1.0827067669172932
4800,1.0672268907563025
5000,1.021505376344086
5200,1.1842105263157894
5400,1.4042553191489362
5600,1.6051282051282052
5800,1.5544041450777202
6000,1.6528497409326426
6200,1.5502645502645502
6400,1.5677083333333333
6600,1.548913043478261
6800,1.516304347826087
7000,1.5647058823529412
7200,1.6369047619047619
7400,1.608433734939759
7600,1.5060240963855422
7800,1.5060975609756098
8000,1.4457831325301205
8200,1.4701986754966887
8400,1.4893617021276595
8600,1.348148148148148
8800,1.4523809523809523
9000,1.3636363636363635
9200,1.047872340425532
9400,1.3157894736842106
9600,1.532258064516129
9800,1.6451612903225807
10000,1.5865921787709498
10200,1.5491329479768785
10400,1.5209580838323353
10600,1.4666666666666666
10800,1.1818181818181819
11000,1.3958333333333333
11200,1.402116402116402
11400,1.4860335195530727
11600,1.6101694915254237
11800,1.5423728813559323
12000,1.5824175824175823
12200,1.621301775147929
12400,1.5649717514124293
12600,1.6411764705882352
12800,1.5722543352601157
13000,1.4642857142857142
13200,1.4702380952380953
13400,1.639751552795031
13600,1.5655172413793104
13800,1.5493827160493827
14000,1.5066666666666666
14200,1.5126582278481013
14400,1.4635761589403973
14600,1.5192307692307692
14800,1.410071942446043
15000,1.5319148936170213
15200,1.4444444444444444
15400,1.421875
15600,1.352
15800,1.1136363636363635
16000,1.331578947368421
16200,1.4432432432432432
16400,1.6105263157894736
16600,1.6290322580645162
16800,1.6358695652173914
17000,1.6573033707865168
17200,1.550561797752809
17400,1.5722543352601157
17600,1.5977011494252873
17800,1.4678362573099415
18000,1.5491329479768785
18200,1.5063291139240507
18400,1.3231707317073171
18600,1.5636363636363637
18800,1.3691275167785235
19000,1.3636363636363635
19200,1.477124183006536
19400,1.4413793103448276
19600,1.364864864864865
19800,1.375886524822695
20000,1.38
20200,1.3266666666666667
20400,1.39568345323741
20600,1.3880597014925373
20800,1.3642384105960266
21000,1.2781954887218046
21200,1.3426573426573427
21400,1.317829457364341
21600,1.0517241379310345
21800,1.3865979381443299
22000,1.4627659574468086
22200,1.4631578947368422
22400,1.507936507936508
22600,1.4619565217391304
22800,1.5737704918032787
23000,1.510752688172043
23200,1.5654450261780104
23400,1.574468085106383
23600,1.3243243243243243
23800,1.59375
24000,1.5921787709497206
24200,1.5769230769230769
24400,1.4945652173913044
24600,1.5260416666666667
24800,1.4885057471264367
25000,1.5142857142857142
25200,1.4709302325581395
25400,1.4831460674157304
25600,1.4588235294117646
25800,1.4698795180722892
26000,1.49375
26200,1.15527950310559
26400,1.4662162162162162
26600,1.4935897435897436
26800,1.440251572327044
27000,1.4367088607594938
27200,1.5222929936305734
27400,1.506578947368421
27600,1.4324324324324325
27800,1.4565217391304348
28000,1.5683453237410072
28200,1.4788732394366197
28400,1.4822695035460993
28600,1.5036496350364963
28800,1.054263565891473
29000,1.1076923076923078
29200,1.4166666666666667
29400,1.544
29600,1.4809160305343512
29800,1.5116279069767442
30000,1.5813953488372092
30200,1.4692307692307693
30400,1.1166666666666667
30600,1.3076923076923077
30800,1.368421052631579
31000,1.4479166666666667
31200,1.5483870967741935
31400,1.6526315789473685
31600,1.5485714285714285
31800,1.6117021276595744
32000,1.7472527472527473
32200,1.639344262295082
32400,1.6861702127659575
32600,1.574468085106383
32800,1.7252747252747254
33000,1.675531914893617
33200,1.5434782608695652
33400,1.5054347826086956
33600,1.5483870967741935
33800,1.5406976744186047
34000,1.5082872928176796
34200,1.4456521739130435
34400,1.572192513368984
34600,1.4944444444444445
34800,1.4864864864864864
35000,1.447674418604651
35200,1.518918918918919
35400,1.4195402298850575
35600,1.4545454545454546
35800,1.4576271186440677
36000,1.416184971098266
36200,1.3855421686746987
36400,1.416184971098266
36600,1.4
36800,1.2248520710059172
37000,1.3832335329341316
37200,1.388235294117647
37400,1.3662790697674418
37600,1.3227848101265822
37800,1.303225806451613
38000,1.3313253012048192
38200,1.3860759493670887
38400,1.2926829268292683
38600,1.3782051282051282
38800,1.3312883435582823
39000,1.303225806451613
39200,1.3733333333333333
39400,1.2333333333333334
39600,1.4137931034482758
39800,1.4068965517241379
40000,1.3857142857142857
40200,1.348148148148148
40400,1.3636363636363635
40600,1.3669064748201438
40800,1.45
41000,1.4318181818181819
41200,1.4444444444444444
41400,1.456
41600,1.4097222222222223
41800,1.5151515151515151
42000,1.213740458015267
42200,1.3846153846153846
42400,1.4527027027027026
42600,1.49645390070922
42800,1.450381679389313
43000,1.5447154471544715
43200,1.1584699453551912
43400,1.5
43600,1.6020408163265305
43800,1.6649214659685865
44000,1.7743589743589743
44200,1.7720207253886011
44400,1.7486910994764397
44600,1.3891891891891892
44800,1.6979166666666667
45000,1.780104712041885
45200,1.711340206185567
45400,1.6559139784946237
45600,1.731578947368421
45800,1.6596858638743455
46000,1.6363636363636365
46200,1.586021505376344
46400,1.6914893617021276
46600,1.5934065934065933
46800,1.6521739130434783
47000,1.6574585635359116
47200,1.2216216216216216
47400,1.5828877005347595
47600,1.521978021978022
47800,1.545945945945946
48000,1.4645161290322581
48200,1.4466666666666668
48400,1.4545454545454546
48600,1.490066225165563
48800,1.483221476510067
49000,1.4864864864864864
49200,1.4733333333333334
49400,1.4733333333333334
49600,1.3935483870967742
49800,1.1418918918918919
50000,1.4217687074829932
50200,1.4563758389261745
50400,1.4965034965034965
50600,1.4493670886075949
50800,1.3333333333333333
51000,1.4228187919463087
51200,1.4509803921568627
51400,1.4407894736842106
51600,1.4965517241379311
51800,1.3973509933774835
52000,1.3630136986301369
52200,1.4551724137931035
52400,1.1094890510948905
52600,1.385135135135135
52800,1.4896551724137932
53000,1.4861111111111112
53200,1.5135135135135136
53400,1.5289855072463767
53600,1.5133333333333334
53800,1.4620689655172414
54000,1.4689655172413794
54200,1.5333333333333334
54400,1.5971223021582734
54600,1.549618320610687
54800,1.5073529411764706
55000,1.0684931506849316
55200,1.4452554744525548
55400,1.437956204379562
55600,1.5703703703703704
55800,1.6115107913669064
56000,1.5537190082644627
56200,1.4961832061068703
56400,1.550387596899225
56600,1.0710382513661203
56800,1.3641025641025641
57000,1.455958549222798
57200,1.5561224489795917
57400,1.6102564102564103
57600,1.1122994652406417
57800,1.2512820512820513
58000,1.6368421052631579
58200,1.6613756613756614
58400,1.7074468085106382
58600,1.6793478260869565
58800,1.6842105263157894
59000,1.6467391304347827
59200,1.6630434782608696
59400,1.6424581005586592
59600,1.6444444444444444
59800,1.6720430107526882
60000,1.5172413793103448
60200,1.5833333333333333
60400,1.5371428571428571
60600,1.4666666666666666
60800,1.5543478260869565
61000,1.5666666666666667
61200,1.5921787709497206
61400,1.467455621301775
61600,1.4759036144578312
61800,1.4406779661016949
62000,1.3841463414634145
62200,1.5301204819277108
62400,1.4610778443113772
62600,1.3372781065088757
62800,1.5
63000,1.3680981595092025
