timestamp,threshold,averOut,label
0,0.0019420069513028564,0.06686052503771263,0
0,0.004423885932109111,0.15230807280547082,0
0,0.003056028259708669,0.10521468722711275,0
0,0.0018817474832889642,0.06478587763894862,0
0,0.0040540727681052735,0.1395759338733387,0
0,0.034395310655290466,0.12752722873730774,1
0,0.021147600066272774,0.0784087940918729,1
0,0.024820594647632845,0.09202712784737717,1
0,0.0248800473323651,0.0922475601092306,1
0,0.015707917082640778,0.058240123337175806,1
0,0.002659518582466127,0.12818879567486732,3
0,0.0023598011581686144,0.11374241582372722,3
0,0.0028175096242387316,0.13580396388830687,3
0,0.0025966276368085068,0.12515745209417004,3
0,2.658268848495167E-4,0.10616366275504412,4
0,4.569698198430094E-4,0.18250068976473097,4
0,2.7821129089989336E-4,0.11110964069139168,4
0,2.612144019374611E-4,0.10432156886519516,4
43,0.0011076156729922886,0.06686052503771263,0
43,0.002265575558850478,0.13676004689255314,0
43,0.0015414105694560617,0.09304628174327886,0
43,0.001070758292642284,0.06463565240200994,0
43,0.0019110457574737835,0.11535907791066441,0
43,0.029187569957482406,0.12752722873730774,1
43,0.01794567470412584,0.0784087940918729,1
43,0.02106254686647717,0.09202712784737717,1
43,0.021112997912323905,0.0922475601092306,1
43,0.013329605693367701,0.058240123337175806,1
43,5.760760863815791E-4,0.11046874422271033,3
43,5.931477380716743E-4,0.11374241582372722,3
43,6.453749650863567E-4,0.12375754458698718,3
43,6.26786567709561E-4,0.12019302079599753,3
43,0.0011481779694689782,0.0867646533419774,4
43,0.002214395416840338,0.16733577530064822,4
43,0.0011782906441586735,0.08904018540244665,4
43,0.0013299993035181122,0.10050439181322247,4
86,0.0018958355853725824,0.050452052684982075,0
86,0.004581120446387566,0.1219129611769427,0
86,0.00339530678851306,0.09035604052240274,0
86,0.0019958713673479925,0.05311420892972568,0
86,0.0037196092381256,0.0989863903269746,0
86,0.02534944913738533,0.12752722873730774,1
86,0.01558584592040287,0.0784087940918729,1
86,0.018292854159264575,0.09202712784737717,1
86,0.018336670969724737,0.0922475601092306,1
86,0.01157678292634993,0.058240123337175806,1
86,0.0010403698588318001,0.09461209680701738,3
86,0.0012074251100303091,0.10980423973997527,3
86,0.0013230678279962194,0.12032088431049642,3
86,0.0011529633974586108,0.10485144648249344,3
86,0.001227878041313623,0.055057394314019195,4
86,0.0035669457483985703,0.159939938624681,4
86,0.0016000572243533068,0.07174570972208956,4
86,0.0019651677563110666,0.08811707059820223,4
129,0.0023852689163127694,0.04723926800276181,0
129,0.0059454146949465955,0.11774648813866198,0
129,0.004172734508496323,0.08263928750471478,0
129,0.0026025050705498613,0.05154154052210473,0
129,0.004487287437965458,0.08886887865673307,0
129,0.022403432075472983,0.12752722873730774,1
129,0.0137745178810047,0.0784087940918729,1
129,0.016166927865079773,0.09202712784737717,1
129,0.016205652451621592,0.0922475601092306,1
129,0.010231373018693047,0.058240123337175806,1
129,0.001289357268601359,0.09125621425688027,3
129,0.0015317326202629483,0.10841069700611056,3
129,0.0017000114240284215,0.12032088431049642,3
129,0.0014103624023134602,0.09982053593646592,3
129,0.001321145613820099,0.04597000246218651,4
129,0.004314773649714156,0.15013496864104686,4
129,0.0016548865581551893,0.05758270576478074,4
129,0.0024288129927452556,0.08451191003378206,4
172,1.2539555924901707E-5,0.04542122841824295,0
172,2.755545046071436E-5,0.09981233921196421,0
172,2.105781100975395E-5,0.07627635696115952,0
172,1.2561554720713358E-5,0.045500913244043116,0
172,2.2532310962284595E-5,0.08161734347995506,0
172,2.8604848564144027E-7,0.11075439803429514,1
172,1.9795644395289258E-7,0.07664626064301058,1
172,2.3768104044520338E-7,0.09202712784737717,1
172,2.1492634346971926E-7,0.08321679361218191,1
172,1.274967349537038E-7,0.04936514206488719,1
172,4.142663478664968E-5,0.09125621425688027,3
172,4.4994439558936656E-5,0.09911551440045514,3
172,4.125210592089365E-5,0.09087175523312736,3
172,4.34724138248187E-5,0.09576273647841368,3
172,1.7775682167559594E-5,0.05166139924771857,4
172,4.933121545752019E-5,0.14337112877598554,4
172,2.0879232858941173E-5,0.06068123712744866,4
172,2.5256060306774667E-5,0.07340159452861511,4
215,1.3308957782458167E-4,0.04542122841824295,0
215,2.799240203479435E-4,0.09553334735748528,0
215,1.5784781649461955E-4,0.05387079774024783,0
215,1.1238529168219E-4,0.038355204725916386,0
215,2.0363055369475546E-4,0.06949567384227177,0
215,1.9126827651739603E-5,0.062183946634607544,1
215,1.781560777510513E-5,0.05792099052293583,1
215,2.3757402386896576E-5,0.07723858180262894,1
215,2.0434438541698975E-5,0.06643516943436283,1
215,1.0800949021727158E-5,0.03511537040012547,1
215,1.1895420161701693E-4,0.08794833448935588,3
215,1.2423654478072388E-4,0.09185381472573284,3
215,8.219466459783585E-5,0.060770311237638215,3
215,1.2735888618001606E-4,0.09416230591008819,3
215,1.1676864924987952E-4,0.04657185175314563,4
215,3.360902839083015E-4,0.1340457989229176,4
215,1.2945881722005643E-4,0.05163318135853375,4
215,1.3450794413398425E-4,0.05364696837781373,4
258,2.2024472687826128E-4,0.04542122841824295,0
258,4.1510588882292095E-4,0.08560758598504568,0
258,2.0014920476986713E-4,0.04127691444166477,0
258,1.355550343169399E-4,0.02795561221475132,0
258,3.1529856243669947E-4,0.06502424928564547,0
258,6.120111836153959E-5,0.04603642127021019,1
258,7.425895070932982E-5,0.05585872332827876,1
258,7.824646018111645E-5,0.05885818920041686,1
258,8.285692042110577E-5,0.06232624820881377,1
258,4.236455568682776E-5,0.031867269499926486,1
258,3.0492778913207395E-4,0.06476431962911895,3
258,3.716519904692757E-4,0.07893602734621556,3
258,2.0815412899558814E-4,0.044210337735246866,3
258,3.4220079002560453E-4,0.0726808186477095,3
258,2.2336989618999416E-4,0.03692709428873307,4
258,6.9812754963639E-4,0.11541314335866158,4
258,2.373835563872152E-4,0.03924380643419105,4
258,2.9696797130017324E-4,0.04909419068542551,4
301,3.883525908524215E-4,0.04542122841824295,0
